customer_id,churn_status,subscription_tier,tenure_months,industry,company_size,region,primary_pain_point,satisfaction_at_exit,repurchase_intent,win_back_receptive,support_tickets_filed,recommended_to_others,monthly_recurring_revenue,open_ended_feedback,sentiment_score,sentiment_category
C0162,At-Risk,Pro,21,Education,51-200 employees,South,Product Quality,3,2,Yes,4,No,234,We are on the fence. A proactive outreach from our account team would help retain us.,0.765,Positive
C0163,At-Risk,Basic,20,Healthcare,1-10 employees,South,Customer Support,3,2,Yes,13,Yes,49,We are on the fence. A proactive outreach from our account team would help retain us.,0.765,Positive
C0164,Churned,Pro,6,Healthcare,201+ employees,Midwest,Product Quality,1,1,No,6,Yes,210,Performance has deteriorated significantly and the product is slower than when we started.,0.0,Neutral
C0165,At-Risk,Basic,21,Technology,11-50 employees,Midwest,Onboarding & Usability,3,2,Yes,2,No,59,Unless pricing improves at renewal we will likely not continue past this contract period.,0.4215,Positive
C0166,Retained,Pro,17,Retail,1-10 employees,Midwest,Pricing & Value,4,5,,3,Yes,156,Recent product updates have addressed several of our key concerns from last quarter.,0.0,Neutral
C0167,At-Risk,Pro,4,Technology,1-10 employees,Midwest,Pricing & Value,4,3,Yes,3,No,232,Unless pricing improves at renewal we will likely not continue past this contract period.,0.4215,Positive
C0168,At-Risk,Pro,4,Retail,51-200 employees,South,Onboarding & Usability,3,3,Yes,0,No,176,We are currently evaluating alternatives and will decide at the next renewal in 60 days.,0.0,Neutral
C0169,Retained,Enterprise,46,Finance,1-10 employees,Midwest,Pricing & Value,4,4,,4,No,711,Our account manager has been excellent and that relationship keeps us with RetainIQ.,0.5719,Positive
C0170,Churned,Basic,3,Healthcare,11-50 employees,South,Product Quality,2,3,No,5,Yes,82,Too many features are broken or incomplete. The product feels like it is still in beta.,-0.1531,Negative
C0171,Retained,Basic,41,Education,11-50 employees,South,Customer Support,4,4,,8,Yes,55,The onboarding was rough but once we were set up the product has been reliable.,0.0,Neutral
C0172,Churned,Basic,3,Finance,1-10 employees,South,Pricing & Value,2,1,Yes,5,Yes,86,The price increased 30% at renewal with no new features or improvements to justify it.,0.296,Positive
C0173,At-Risk,Enterprise,6,Healthcare,11-50 employees,West,Product Quality,2,4,Yes,2,Yes,623,Unless pricing improves at renewal we will likely not continue past this contract period.,0.4215,Positive
C0174,Retained,Basic,28,Technology,1-10 employees,West,Pricing & Value,5,4,,4,No,61,We are monitoring the situation but currently plan to renew pending the upcoming feature release.,0.0,Neutral
C0175,Retained,Pro,18,Technology,1-10 employees,Northeast,Pricing & Value,5,5,,2,Yes,190,Recent product updates have addressed several of our key concerns from last quarter.,0.0,Neutral
C0176,Churned,Enterprise,4,Education,51-200 employees,South,Pricing & Value,3,1,No,5,No,597,Our budget was cut and the pricing tier options do not offer a meaningful downgrade path.,-0.47,Negative
C0177,Churned,Basic,4,Technology,51-200 employees,South,Pricing & Value,1,3,No,4,Yes,93,Add-on fees for features we assumed were included made the total cost far higher than expected.,0.0,Neutral
C0178,At-Risk,Pro,14,Healthcare,11-50 employees,Northeast,Competitor Switch,4,3,Yes,3,No,218,We are currently evaluating alternatives and will decide at the next renewal in 60 days.,0.0,Neutral
C0179,Churned,Pro,30,Technology,1-10 employees,West,Onboarding & Usability,3,1,No,5,No,257,Onboarding resources are scattered and there is no structured path for new users.,-0.296,Negative
C0180,Retained,Enterprise,24,Education,1-10 employees,West,Customer Support,4,3,,10,Yes,978,Our account manager has been excellent and that relationship keeps us with RetainIQ.,0.5719,Positive
C0181,At-Risk,Pro,14,Education,1-10 employees,Northeast,Onboarding & Usability,2,2,No,2,Yes,262,Unless pricing improves at renewal we will likely not continue past this contract period.,0.4215,Positive
C0182,Churned,Pro,24,Finance,11-50 employees,South,Onboarding & Usability,2,2,No,3,Yes,171,Setup took far longer than expected and we never received adequate implementation support.,0.2579,Positive
C0183,Churned,Pro,24,Healthcare,1-10 employees,South,Product Quality,3,2,Yes,2,No,272,The mobile app is essentially unusable compared to the desktop version.,0.0,Neutral
C0184,Churned,Enterprise,3,Technology,11-50 employees,South,Product Quality,1,1,No,2,No,1031,Core features promised during the sales process are still not available after months of waiting.,0.3612,Positive
C0185,At-Risk,Enterprise,12,Finance,11-50 employees,South,Pricing & Value,3,2,Yes,1,Yes,551,We are on the fence. A proactive outreach from our account team would help retain us.,0.765,Positive
C0186,Retained,Basic,36,Technology,1-10 employees,West,Customer Support,3,5,,14,No,89,Our account manager has been excellent and that relationship keeps us with RetainIQ.,0.5719,Positive
C0187,At-Risk,Enterprise,20,Retail,201+ employees,South,Customer Support,2,4,Yes,14,No,1157,We are on the fence. A proactive outreach from our account team would help retain us.,0.765,Positive
C0188,Retained,Pro,11,Retail,1-10 employees,Midwest,Customer Support,5,3,,13,No,208,Support has improved recently and we are seeing more value from the Enterprise features.,0.8173,Positive
C0189,Churned,Basic,28,Healthcare,11-50 employees,West,Competitor Switch,1,1,No,6,No,90,Our industry peers have migrated to a competing platform and we followed after their recommendation.,0.0,Neutral
C0190,Churned,Pro,3,Finance,51-200 employees,South,Onboarding & Usability,1,2,Yes,3,No,285,We were left to figure things out on our own after the first two weeks of setup.,0.0,Neutral
C0191,At-Risk,Basic,11,Finance,1-10 employees,West,Product Quality,3,3,Yes,3,Yes,92,Unless pricing improves at renewal we will likely not continue past this contract period.,0.4215,Positive
C0192,Churned,Basic,6,Healthcare,11-50 employees,Midwest,Product Quality,2,1,No,3,No,70,Performance has deteriorated significantly and the product is slower than when we started.,0.0,Neutral
C0193,At-Risk,Basic,13,Education,1-10 employees,Northeast,Onboarding & Usability,2,3,No,3,No,64,Our team satisfaction with the platform has dropped significantly over the past quarter.,0.4404,Positive
C0194,Retained,Basic,11,Retail,11-50 employees,South,Pricing & Value,4,4,,1,Yes,55,Our account manager has been excellent and that relationship keeps us with RetainIQ.,0.5719,Positive
C0195,Retained,Pro,37,Education,51-200 employees,West,Onboarding & Usability,5,5,,4,Yes,207,Recent product updates have addressed several of our key concerns from last quarter.,0.0,Neutral
C0196,At-Risk,Basic,14,Retail,51-200 employees,Northeast,Product Quality,4,4,No,3,No,98,The product has potential but we need to see significant support improvements to stay.,0.8271,Positive
C0197,At-Risk,Enterprise,12,Retail,51-200 employees,West,Customer Support,2,4,Yes,7,Yes,910,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0198,At-Risk,Pro,11,Education,11-50 employees,Northeast,Pricing & Value,3,4,Yes,0,No,202,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0199,At-Risk,Basic,8,Healthcare,201+ employees,South,Onboarding & Usability,3,3,Yes,2,Yes,78,Unless pricing improves at renewal we will likely not continue past this contract period.,0.4215,Positive
C0200,Retained,Pro,36,Education,11-50 employees,Midwest,Customer Support,5,4,,6,Yes,212,Recent product updates have addressed several of our key concerns from last quarter.,0.0,Neutral
C0201,At-Risk,Basic,20,Education,201+ employees,Midwest,Competitor Switch,2,4,No,1,No,65,Our team satisfaction with the platform has dropped significantly over the past quarter.,0.4404,Positive
C0202,Retained,Basic,35,Retail,51-200 employees,West,Pricing & Value,4,4,,1,Yes,70,We evaluated alternatives but the switching cost and migration risk outweighed the benefits.,0.1901,Positive
C0203,At-Risk,Enterprise,23,Technology,11-50 employees,South,Product Quality,2,4,Yes,2,Yes,653,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0204,Churned,Basic,13,Healthcare,11-50 employees,South,Product Quality,2,1,No,6,No,78,The product does not integrate with our existing tools which makes it very difficult to use.,-0.4201,Negative
C0205,Churned,Pro,15,Technology,201+ employees,Northeast,Competitor Switch,3,3,Yes,4,No,189,A competitor's new release addressed all the feature gaps we had flagged with RetainIQ.,0.0,Neutral
C0206,Churned,Pro,35,Healthcare,51-200 employees,South,Customer Support,2,1,No,10,No,188,There is no dedicated account manager for Pro tier which is frustrating given our spend.,-0.6575,Negative
C0207,Churned,Pro,1,Finance,51-200 employees,Midwest,Onboarding & Usability,1,1,Yes,4,No,277,We were left to figure things out on our own after the first two weeks of setup.,0.0,Neutral
C0208,Retained,Pro,8,Healthcare,11-50 employees,South,Pricing & Value,4,3,,3,Yes,257,Our account manager has been excellent and that relationship keeps us with RetainIQ.,0.5719,Positive
C0209,Churned,Basic,1,Finance,51-200 employees,Midwest,Product Quality,1,1,No,7,No,95,The mobile app is essentially unusable compared to the desktop version.,0.0,Neutral
C0210,At-Risk,Enterprise,7,Technology,51-200 employees,South,Pricing & Value,4,2,Yes,2,Yes,1049,Unless pricing improves at renewal we will likely not continue past this contract period.,0.4215,Positive
C0211,Churned,Basic,2,Healthcare,51-200 employees,South,Product Quality,2,1,No,7,Yes,65,We keep encountering the same technical issues with no permanent fix from the team.,-0.296,Negative
C0212,At-Risk,Pro,6,Technology,201+ employees,Midwest,Competitor Switch,3,2,Yes,2,Yes,149,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0213,Churned,Basic,17,Technology,51-200 employees,South,Product Quality,1,2,No,6,No,49,Core features promised during the sales process are still not available after months of waiting.,0.3612,Positive
C0214,Churned,Enterprise,12,Healthcare,11-50 employees,Northeast,Customer Support,1,2,No,12,No,691,There is no dedicated account manager for Pro tier which is frustrating given our spend.,-0.6575,Negative
C0215,At-Risk,Enterprise,18,Finance,11-50 employees,South,Product Quality,4,2,Yes,1,No,811,We are currently evaluating alternatives and will decide at the next renewal in 60 days.,0.0,Neutral
C0216,Retained,Enterprise,23,Healthcare,201+ employees,Midwest,Customer Support,3,4,,8,No,781,Our account manager has been excellent and that relationship keeps us with RetainIQ.,0.5719,Positive
C0217,At-Risk,Basic,3,Education,51-200 employees,South,Customer Support,3,3,Yes,5,No,78,Unless pricing improves at renewal we will likely not continue past this contract period.,0.4215,Positive
C0218,Churned,Basic,35,Retail,201+ employees,South,Customer Support,3,3,Yes,13,No,65,The support team does not understand our use case and the advice is often unhelpful.,0.4019,Positive
C0219,At-Risk,Basic,19,Education,51-200 employees,Northeast,Customer Support,2,2,Yes,5,Yes,72,The product has potential but we need to see significant support improvements to stay.,0.8271,Positive
C0220,Retained,Basic,25,Technology,51-200 employees,South,Pricing & Value,4,5,,4,Yes,82,Support has improved recently and we are seeing more value from the Enterprise features.,0.8173,Positive
C0221,Churned,Basic,13,Retail,51-200 employees,South,Competitor Switch,1,1,No,7,No,99,A competitor offered a significantly better onboarding experience and comparable features.,0.4404,Positive
C0222,Churned,Pro,1,Finance,11-50 employees,West,Competitor Switch,1,2,Yes,7,Yes,293,We evaluated three alternatives and another platform won on both price and support quality.,0.7506,Positive
C0223,Retained,Enterprise,9,Retail,51-200 employees,Northeast,Pricing & Value,5,3,,3,Yes,875,We evaluated alternatives but the switching cost and migration risk outweighed the benefits.,0.1901,Positive
C0224,Retained,Basic,38,Retail,11-50 employees,Midwest,Customer Support,4,4,,11,Yes,59,We evaluated alternatives but the switching cost and migration risk outweighed the benefits.,0.1901,Positive
C0225,Retained,Basic,41,Retail,1-10 employees,Midwest,Competitor Switch,4,4,,1,No,86,Despite some issues the platform generally meets our needs and the team has adapted well.,0.2732,Positive
C0226,At-Risk,Pro,19,Finance,51-200 employees,West,Onboarding & Usability,4,4,Yes,2,No,150,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0227,At-Risk,Basic,17,Retail,1-10 employees,South,Product Quality,4,2,Yes,0,No,61,Unless pricing improves at renewal we will likely not continue past this contract period.,0.4215,Positive
C0228,Churned,Pro,17,Education,51-200 employees,South,Product Quality,1,1,Yes,3,Yes,169,The platform crashes frequently and bugs have never been resolved despite multiple reports.,-0.1326,Negative
C0229,Churned,Basic,35,Education,11-50 employees,Midwest,Product Quality,2,1,No,6,No,94,Too many features are broken or incomplete. The product feels like it is still in beta.,-0.1531,Negative
C0230,Retained,Enterprise,26,Healthcare,11-50 employees,Midwest,Competitor Switch,3,5,,0,Yes,963,Despite some issues the platform generally meets our needs and the team has adapted well.,0.2732,Positive
C0231,Churned,Pro,5,Healthcare,11-50 employees,Midwest,Customer Support,1,2,No,8,No,256,The support team does not understand our use case and the advice is often unhelpful.,0.4019,Positive
C0232,At-Risk,Enterprise,12,Technology,1-10 employees,West,Pricing & Value,3,2,Yes,2,No,625,Our team satisfaction with the platform has dropped significantly over the past quarter.,0.4404,Positive
C0233,At-Risk,Basic,3,Retail,1-10 employees,South,Pricing & Value,3,3,Yes,1,Yes,82,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0234,Churned,Basic,2,Finance,51-200 employees,Midwest,Customer Support,3,1,No,8,No,49,Live chat support is unavailable during our business hours which are not US Eastern time.,0.4019,Positive
C0235,Churned,Pro,33,Healthcare,1-10 employees,West,Pricing & Value,2,2,No,4,No,266,Add-on fees for features we assumed were included made the total cost far higher than expected.,0.0,Neutral
C0236,Churned,Basic,6,Technology,51-200 employees,Northeast,Customer Support,1,1,No,12,No,88,Issues are closed without being resolved and we have to reopen the same tickets repeatedly.,-0.1326,Negative
C0237,Retained,Pro,34,Healthcare,201+ employees,Midwest,Pricing & Value,4,4,,2,No,208,We evaluated alternatives but the switching cost and migration risk outweighed the benefits.,0.1901,Positive
C0238,Retained,Basic,36,Retail,51-200 employees,South,Onboarding & Usability,5,4,,0,No,84,Our account manager has been excellent and that relationship keeps us with RetainIQ.,0.5719,Positive
C0239,At-Risk,Basic,7,Finance,11-50 employees,South,Product Quality,3,3,Yes,3,No,54,The product has potential but we need to see significant support improvements to stay.,0.8271,Positive
C0240,At-Risk,Pro,12,Finance,51-200 employees,South,Customer Support,3,3,Yes,11,No,278,We are currently evaluating alternatives and will decide at the next renewal in 60 days.,0.0,Neutral
C0241,At-Risk,Basic,21,Retail,51-200 employees,Midwest,Onboarding & Usability,3,4,Yes,0,Yes,95,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0242,At-Risk,Enterprise,12,Technology,1-10 employees,Midwest,Pricing & Value,4,4,No,3,Yes,702,We are on the fence. A proactive outreach from our account team would help retain us.,0.765,Positive
C0243,Churned,Enterprise,35,Finance,51-200 employees,Northeast,Onboarding & Usability,1,1,No,6,No,575,We were left to figure things out on our own after the first two weeks of setup.,0.0,Neutral
C0244,Churned,Basic,4,Healthcare,1-10 employees,Northeast,Pricing & Value,2,3,No,4,No,79,We were not informed about the price increase until 2 weeks before renewal. Very poor communication.,-0.2716,Negative
C0245,Retained,Pro,40,Finance,51-200 employees,South,Product Quality,3,5,,0,Yes,248,Support has improved recently and we are seeing more value from the Enterprise features.,0.8173,Positive
C0246,Retained,Pro,30,Technology,11-50 employees,West,Product Quality,4,5,,1,No,209,Despite some issues the platform generally meets our needs and the team has adapted well.,0.2732,Positive
C0247,Churned,Pro,16,Retail,51-200 employees,Midwest,Competitor Switch,2,2,No,2,No,180,We evaluated three alternatives and another platform won on both price and support quality.,0.7506,Positive
C0248,Churned,Pro,1,Technology,1-10 employees,West,Pricing & Value,2,2,Yes,5,No,241,We were not informed about the price increase until 2 weeks before renewal. Very poor communication.,-0.2716,Negative
C0249,At-Risk,Enterprise,22,Retail,11-50 employees,Midwest,Competitor Switch,3,3,Yes,4,Yes,936,We are on the fence. A proactive outreach from our account team would help retain us.,0.765,Positive
C0250,Churned,Pro,28,Finance,201+ employees,Northeast,Onboarding & Usability,3,2,Yes,6,No,236,Training materials are outdated and do not reflect the current version of the product.,0.0,Neutral
C0251,At-Risk,Enterprise,10,Education,11-50 employees,South,Competitor Switch,3,2,Yes,4,No,562,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0252,Churned,Basic,3,Technology,1-10 employees,Northeast,Competitor Switch,1,1,No,6,No,88,After two years we decided to consolidate our tools and RetainIQ did not make the final cut.,-0.2732,Negative
C0253,Churned,Basic,2,Finance,1-10 employees,Northeast,Customer Support,1,3,Yes,7,No,79,Support response times are unacceptably slow. We wait days for simple issue resolution.,0.4019,Positive
C0254,Churned,Pro,6,Healthcare,11-50 employees,West,Onboarding & Usability,1,1,Yes,5,Yes,293,Setup took far longer than expected and we never received adequate implementation support.,0.2579,Positive
C0255,Churned,Pro,5,Education,1-10 employees,South,Competitor Switch,2,1,Yes,6,No,180,A competitor offered a significantly better onboarding experience and comparable features.,0.4404,Positive
C0256,At-Risk,Pro,8,Technology,201+ employees,Northeast,Onboarding & Usability,3,4,Yes,3,No,210,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0257,At-Risk,Pro,6,Healthcare,201+ employees,South,Competitor Switch,4,3,Yes,3,No,279,Our team satisfaction with the platform has dropped significantly over the past quarter.,0.4404,Positive
C0258,At-Risk,Basic,8,Healthcare,201+ employees,Northeast,Customer Support,3,3,Yes,4,Yes,79,We are on the fence. A proactive outreach from our account team would help retain us.,0.765,Positive
C0259,At-Risk,Pro,6,Healthcare,1-10 employees,West,Product Quality,4,4,Yes,4,No,277,We are on the fence. A proactive outreach from our account team would help retain us.,0.765,Positive
C0260,At-Risk,Enterprise,17,Education,51-200 employees,Midwest,Onboarding & Usability,3,3,No,1,No,784,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0261,Churned,Basic,5,Technology,201+ employees,West,Customer Support,2,3,No,8,No,71,Every time we contact support we are passed between agents with no continuity.,0.128,Positive
C0262,Retained,Pro,21,Technology,11-50 employees,West,Customer Support,3,5,,12,Yes,220,Support has improved recently and we are seeing more value from the Enterprise features.,0.8173,Positive
C0263,At-Risk,Basic,19,Healthcare,11-50 employees,Midwest,Product Quality,3,4,No,1,Yes,86,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0264,Churned,Basic,28,Education,1-10 employees,South,Product Quality,1,2,No,5,No,52,We keep encountering the same technical issues with no permanent fix from the team.,-0.296,Negative
C0265,At-Risk,Enterprise,5,Technology,1-10 employees,South,Product Quality,2,4,Yes,0,Yes,990,Unless pricing improves at renewal we will likely not continue past this contract period.,0.4215,Positive
C0266,Churned,Pro,2,Finance,51-200 employees,Northeast,Customer Support,2,2,No,13,Yes,215,Live chat support is unavailable during our business hours which are not US Eastern time.,0.4019,Positive
C0267,Churned,Pro,2,Education,51-200 employees,West,Onboarding & Usability,3,3,Yes,2,No,214,The learning curve is too steep for our non-technical staff to adopt comfortably.,0.5423,Positive
C0268,Churned,Pro,17,Technology,1-10 employees,Northeast,Competitor Switch,1,2,No,2,No,218,A competitor's new release addressed all the feature gaps we had flagged with RetainIQ.,0.0,Neutral
C0269,Churned,Enterprise,3,Technology,201+ employees,Northeast,Customer Support,1,2,No,8,Yes,1047,Issues are closed without being resolved and we have to reopen the same tickets repeatedly.,-0.1326,Negative
C0270,At-Risk,Pro,21,Healthcare,51-200 employees,Northeast,Pricing & Value,3,2,Yes,2,No,273,Our team satisfaction with the platform has dropped significantly over the past quarter.,0.4404,Positive
C0271,Churned,Basic,4,Finance,11-50 employees,Midwest,Product Quality,3,2,Yes,3,No,90,The mobile app is essentially unusable compared to the desktop version.,0.0,Neutral
C0272,Retained,Basic,31,Healthcare,51-200 employees,West,Product Quality,5,4,,4,Yes,54,Support has improved recently and we are seeing more value from the Enterprise features.,0.8173,Positive
C0273,Churned,Basic,17,Retail,201+ employees,South,Product Quality,1,2,No,3,No,68,Core features promised during the sales process are still not available after months of waiting.,0.3612,Positive
C0274,Churned,Basic,3,Healthcare,201+ employees,West,Pricing & Value,2,1,No,3,No,96,Value for money compared to competitors has declined significantly over the past year.,0.34,Positive
C0275,At-Risk,Pro,16,Retail,51-200 employees,Northeast,Customer Support,2,2,Yes,7,Yes,238,We are on the fence. A proactive outreach from our account team would help retain us.,0.765,Positive
C0276,Retained,Basic,44,Healthcare,1-10 employees,Midwest,Customer Support,5,5,,6,Yes,87,Recent product updates have addressed several of our key concerns from last quarter.,0.0,Neutral
C0277,Retained,Basic,39,Finance,11-50 employees,Midwest,Onboarding & Usability,3,5,,1,Yes,94,Recent product updates have addressed several of our key concerns from last quarter.,0.0,Neutral
C0278,At-Risk,Basic,12,Education,11-50 employees,South,Pricing & Value,2,2,Yes,2,Yes,91,Unless pricing improves at renewal we will likely not continue past this contract period.,0.4215,Positive
C0279,At-Risk,Enterprise,3,Retail,51-200 employees,Northeast,Customer Support,3,2,No,6,No,574,Unless pricing improves at renewal we will likely not continue past this contract period.,0.4215,Positive
C0280,Churned,Pro,5,Technology,1-10 employees,South,Competitor Switch,2,1,No,2,No,206,A competitor offered a significantly better onboarding experience and comparable features.,0.4404,Positive
C0281,Churned,Basic,32,Healthcare,1-10 employees,West,Competitor Switch,1,1,No,5,No,90,A competitor offered a significantly better onboarding experience and comparable features.,0.4404,Positive
C0282,Retained,Pro,47,Retail,51-200 employees,Northeast,Pricing & Value,4,5,,1,Yes,207,Despite some issues the platform generally meets our needs and the team has adapted well.,0.2732,Positive
C0283,Churned,Basic,22,Finance,1-10 employees,Northeast,Product Quality,1,2,No,5,No,76,We keep encountering the same technical issues with no permanent fix from the team.,-0.296,Negative
C0284,Churned,Pro,5,Technology,11-50 employees,Midwest,Pricing & Value,2,1,Yes,6,No,203,The ROI is simply not there. We cannot justify this cost to our leadership team.,0.0,Neutral
C0285,At-Risk,Basic,6,Education,11-50 employees,Northeast,Pricing & Value,2,4,Yes,4,No,84,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0286,Churned,Pro,31,Technology,201+ employees,Northeast,Onboarding & Usability,1,1,No,6,No,216,We were left to figure things out on our own after the first two weeks of setup.,0.0,Neutral
C0287,Retained,Pro,40,Healthcare,11-50 employees,Midwest,Pricing & Value,5,4,,4,Yes,214,The onboarding was rough but once we were set up the product has been reliable.,0.0,Neutral
C0288,Retained,Basic,36,Technology,11-50 employees,South,Pricing & Value,5,4,,3,Yes,55,Support has improved recently and we are seeing more value from the Enterprise features.,0.8173,Positive
C0289,At-Risk,Pro,9,Technology,1-10 employees,West,Customer Support,4,2,Yes,11,No,223,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0290,At-Risk,Basic,22,Retail,11-50 employees,South,Customer Support,3,2,Yes,11,Yes,81,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0291,Churned,Pro,20,Technology,1-10 employees,South,Product Quality,2,1,Yes,3,No,158,The platform crashes frequently and bugs have never been resolved despite multiple reports.,-0.1326,Negative
C0292,At-Risk,Basic,4,Healthcare,11-50 employees,West,Pricing & Value,4,2,No,3,Yes,68,The product has potential but we need to see significant support improvements to stay.,0.8271,Positive
C0293,Retained,Enterprise,27,Retail,11-50 employees,Midwest,Product Quality,5,4,,4,No,662,The onboarding was rough but once we were set up the product has been reliable.,0.0,Neutral
C0294,Churned,Enterprise,5,Technology,1-10 employees,West,Customer Support,1,2,No,10,No,1056,Support response times are unacceptably slow. We wait days for simple issue resolution.,0.4019,Positive
C0295,At-Risk,Basic,22,Technology,1-10 employees,South,Pricing & Value,2,2,No,4,No,79,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0296,Retained,Pro,14,Technology,11-50 employees,South,Pricing & Value,5,4,,1,Yes,217,We are monitoring the situation but currently plan to renew pending the upcoming feature release.,0.0,Neutral
C0297,Churned,Enterprise,6,Retail,51-200 employees,Midwest,Product Quality,1,3,No,3,No,824,The mobile app is essentially unusable compared to the desktop version.,0.0,Neutral
C0298,At-Risk,Basic,22,Finance,11-50 employees,South,Pricing & Value,3,4,Yes,2,No,93,Our team satisfaction with the platform has dropped significantly over the past quarter.,0.4404,Positive
C0299,Churned,Basic,2,Retail,1-10 employees,South,Customer Support,1,2,No,10,No,99,The help documentation is outdated and support often contradicts what the docs say.,0.4588,Positive
C0300,Churned,Pro,25,Retail,11-50 employees,Northeast,Pricing & Value,1,3,Yes,5,No,268,Value for money compared to competitors has declined significantly over the past year.,0.34,Positive
C0301,At-Risk,Basic,23,Finance,11-50 employees,Midwest,Customer Support,3,4,No,9,No,52,The product has potential but we need to see significant support improvements to stay.,0.8271,Positive
C0302,Churned,Basic,22,Technology,1-10 employees,West,Customer Support,1,1,No,6,No,78,The support team does not understand our use case and the advice is often unhelpful.,0.4019,Positive
C0303,Churned,Enterprise,21,Technology,1-10 employees,Northeast,Pricing & Value,2,1,No,2,No,776,Our budget was cut and the pricing tier options do not offer a meaningful downgrade path.,-0.47,Negative
C0304,At-Risk,Basic,22,Technology,11-50 employees,Northeast,Customer Support,2,3,Yes,7,Yes,91,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0305,Churned,Basic,22,Technology,201+ employees,South,Competitor Switch,1,1,Yes,4,No,79,A competitor offered a significantly better onboarding experience and comparable features.,0.4404,Positive
C0306,Retained,Basic,16,Finance,201+ employees,Northeast,Onboarding & Usability,5,4,,1,No,55,Our account manager has been excellent and that relationship keeps us with RetainIQ.,0.5719,Positive
C0307,Churned,Basic,29,Technology,51-200 employees,Midwest,Competitor Switch,2,1,No,7,Yes,78,A competitor offered a significantly better onboarding experience and comparable features.,0.4404,Positive
C0308,Churned,Pro,5,Healthcare,1-10 employees,Midwest,Pricing & Value,3,1,Yes,2,No,243,The annual contract pricing is not competitive. Monthly flexibility would help retain smaller teams.,0.0377,Neutral
C0309,Churned,Basic,21,Retail,1-10 employees,Northeast,Pricing & Value,1,3,Yes,5,No,80,The price increased 30% at renewal with no new features or improvements to justify it.,0.296,Positive
C0310,At-Risk,Pro,12,Technology,11-50 employees,Midwest,Pricing & Value,3,3,Yes,2,No,158,We are currently evaluating alternatives and will decide at the next renewal in 60 days.,0.0,Neutral
C0311,Retained,Enterprise,13,Retail,11-50 employees,West,Onboarding & Usability,3,4,,4,Yes,634,Our account manager has been excellent and that relationship keeps us with RetainIQ.,0.5719,Positive
C0312,Retained,Basic,20,Education,51-200 employees,Midwest,Onboarding & Usability,5,5,,0,Yes,85,The onboarding was rough but once we were set up the product has been reliable.,0.0,Neutral
C0313,Churned,Basic,2,Healthcare,11-50 employees,Northeast,Product Quality,1,3,No,4,Yes,73,Performance has deteriorated significantly and the product is slower than when we started.,0.0,Neutral
C0314,At-Risk,Pro,17,Finance,11-50 employees,Midwest,Customer Support,3,3,Yes,12,Yes,215,We are currently evaluating alternatives and will decide at the next renewal in 60 days.,0.0,Neutral
C0315,Churned,Basic,13,Healthcare,51-200 employees,West,Product Quality,1,2,No,2,No,59,Core features promised during the sales process are still not available after months of waiting.,0.3612,Positive
C0316,At-Risk,Pro,13,Finance,201+ employees,Northeast,Competitor Switch,2,4,Yes,3,No,181,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0317,Churned,Basic,24,Finance,11-50 employees,Midwest,Pricing & Value,1,2,No,6,Yes,94,The ROI is simply not there. We cannot justify this cost to our leadership team.,0.0,Neutral
C0318,Churned,Basic,3,Retail,11-50 employees,Northeast,Customer Support,1,2,No,4,No,69,Every time we contact support we are passed between agents with no continuity.,0.128,Positive
C0319,Churned,Basic,27,Healthcare,11-50 employees,West,Product Quality,2,2,No,3,Yes,88,Core features promised during the sales process are still not available after months of waiting.,0.3612,Positive
C0320,At-Risk,Basic,20,Technology,11-50 employees,Northeast,Customer Support,4,2,Yes,14,Yes,62,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0321,At-Risk,Basic,15,Finance,11-50 employees,South,Customer Support,3,2,Yes,14,No,82,Pricing transparency needs to improve or we will explore other options at renewal.,0.4404,Positive
C0322,At-Risk,Basic,4,Technology,51-200 employees,Northeast,Product Quality,3,3,Yes,4,No,54,We have submitted a list of critical feature requests. If unaddressed we will reconsider.,-0.3182,Negative
C0323,Retained,Pro,23,Finance,201+ employees,Northeast,Customer Support,4,5,,7,Yes,157,The onboarding was rough but once we were set up the product has been reliable.,0.0,Neutral
